Order,Family,IUCN_name,IUCN_Status,Frequency_month,Survey_interval_days,Road_length_km,Survey_period_days,Latitude,Longitude,Country,Roadkill_rate_ind_km_y,Roadkillrate_corrected,AdultBodyMass_g_median,Home_range_Km2,longevity_y,Ageofmaturity_d,SocialGrpSize,Activity_1Diurnal_2Nocturnal,Litter_clutch_size,Litters_or_clutches_per_y,Diet_breadth,Habitat_breadth,Population density_IndKm2
Rodentia,Erethizontidae,coendou prehensilis,LC,4,7,216,538,-16.575593,-50.261,Brazil,0.050254716,0.073221121,4116.2,0.14,17.31666667,578.284,1,2,0.99,1.11,2,1,
Rodentia,Erethizontidae,coendou prehensilis,LC,3,9.333333333,197,183,-16.598535,-50.195063,Brazil,0.010124546,0.014751464,4116.2,0.14,17.31666667,578.284,1,2,0.99,1.11,2,1,
Rodentia,Erethizontidae,coendou prehensilis,LC,8.33,3.361344538,107,90,4.390395,-73.297052,Colombia,0.265316719,0.38656646,4116.2,0.14,17.31666667,578.284,1,2,0.99,1.11,2,1,
Rodentia,Erethizontidae,coendou prehensilis,LC,1,28,802,396,-17.859419,-51.730303,Brazil,0.008044913,0.011721438,4116.2,0.14,17.31666667,578.284,1,2,0.99,1.11,2,1,
Rodentia,Erethizontidae,coendou prehensilis,LC,4.63,7.22,107,762,-2.323301,-60.044455,Brazil,0.00447666,0.006522494,4116.2,0.14,17.31666667,578.284,1,2,0.99,1.11,2,1,
Rodentia,Erethizontidae,coendou prehensilis,LC,8,3.5,178.8,91,9.017987,-73.633823,Colombia,0.067298473,0.098053875,4116.2,0.14,17.31666667,578.284,1,2,0.99,1.11,2,1,
Rodentia,Erethizontidae,coendou prehensilis,LC,40,0.7,12,488,-22.246302,-47.839529,Brazil,0.12465847,0.12465847,4116.2,0.14,17.31666667,578.284,1,2,0.99,1.11,2,1,
Rodentia,Erethizontidae,coendou prehensilis,LC,16,1.75,130,304,-20.675583,-43.349806,Brazil,0.02770749,0.035853492,4116.2,0.14,17.31666667,578.284,1,2,0.99,1.11,2,1,
Rodentia,Erethizontidae,coendou prehensilis,LC,1,28,280,365,-15.159661,-56.55916,Brazil,0.007142857,0.010407143,4116.2,0.14,17.31666667,578.284,1,2,0.99,1.11,2,1,
Rodentia,Cuniculidae,cuniculus paca,LC,56,0.5,34,1461,-25.753,-54.54,Argentina,0.117566534,0.117566534,8172.55,0.0205,16,335.48,1,2,1.01,1.5,3,2,25
Rodentia,Cuniculidae,cuniculus paca,LC,28,1,180.4,1126,-22.307184,-43.130266,Brazil,0.005390626,0.006447189,8172.55,0.0205,16,335.48,1,2,1.01,1.5,3,2,25
Rodentia,Cuniculidae,cuniculus paca,LC,2,14,250,2587,-20.552911,-55.549228,Brazil,0.00056436,0.000822273,8172.55,0.0205,16,335.48,1,2,1.01,1.5,3,2,25
Rodentia,Cuniculidae,cuniculus paca,LC,672,0.041666667,57.5,1765,-20.580677,-40.417217,Brazil,0.007193004,0.007193004,8172.55,0.0205,16,335.48,1,2,1.01,1.5,3,2,25
Rodentia,Cuniculidae,cuniculus paca,LC,40,0.7,12,488,-22.246302,-47.839529,Brazil,0.12465847,0.12465847,8172.55,0.0205,16,335.48,1,2,1.01,1.5,3,2,25
Rodentia,Cuniculidae,cuniculus paca,LC,1,28,280,365,-15.159661,-56.55916,Brazil,0.007142857,0.010407143,8172.55,0.0205,16,335.48,1,2,1.01,1.5,3,2,25
Rodentia,Cuniculidae,cuniculus paca,LC,672,0.041666667,366,1461,-24.866723,-50.445759,Brazil,0.002047778,0.002047778,8172.55,0.0205,16,335.48,1,2,1.01,1.5,3,2,25
Cingulata,Dasypodidae,dasypus novemcinctus,LC,2,14,94.9,365,10.020301,-83.215233,Costa_Rica,0.252897787,0.368472076,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,2,14,920,426,-20.490151,-54.80721,Brazil,0.073573689,0.107196865,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,56,0.5,34,1461,-25.753,-54.54,Argentina,0.367395418,0.367395418,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,4,7,90,610,-25.54553,-48.78396,Brazil,0.019945355,0.029060382,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,4,7,100,365,-13.561588,-58.421854,Brazil,0.04,0.05828,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,28,1,180.4,1126,-22.307184,-43.130266,Brazil,0.003593751,0.004298126,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,2,14,250,2587,-20.552911,-55.549228,Brazil,0.018623889,0.027135006,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,2,14,71,335,10.468506,-84.657612,Costa_Rica,0.107420643,0.156511877,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,4,7,96,365,-19.36333333,-48.07916667,Brazil,0.104166667,0.151770834,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,4,7,192,365,-19.278735,-48.122972,Brazil,0.052083333,0.075885416,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,16,1.75,92,153,2.240471,-76.770907,Colombia,0.155583973,0.201325661,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,1,28,195,373,-29.660601,-49.980385,Brazil,0.01505465,0.021934625,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,4,7,45,366,-30.347781,-53.998679,Brazil,0.15513054,0.226025197,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,8,3.5,55,366,-18.232298,-50.431983,Brazil,0.054396423,0.079255588,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,4,7,216,538,-16.575593,-50.261,Brazil,0.012563679,0.01830528,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,3,9.333333333,197,183,-16.598535,-50.195063,Brazil,0.010124546,0.014751464,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,4,7,70,214,-20.187971,-54.806624,Brazil,0.048731642,0.071002002,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,1,28,215,457,-20.387782,-56.100565,Brazil,0.063152002,0.092012467,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,672,0.041666667,57.5,1765,-20.580677,-40.417217,Brazil,0.046754526,0.046754526,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,6,4.666666667,26,761,-28.170158,-52.314813,Brazil,0.036894774,0.053755686,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,2,14,12,305,-29.878831,-50.16805,Brazil,0.099726776,0.145301913,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,12,2.333333333,59.6,730,-19.72597,-40.644482,Brazil,0.008389262,0.010855705,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,1.83,15.30054645,63,365,-15.79053,-56.654475,Brazil,0.111111111,0.161888889,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,20,1.4,36,183,-10.675567,-62.208069,Brazil,1.717516697,2.05414997,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,8,3.5,28,245,-19.936923,-40.482438,Brazil,0.053206997,0.077522595,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,1,28,802,396,-17.859419,-51.730303,Brazil,0.036776745,0.053583717,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,4.63,7.22,107,762,-2.323301,-60.044455,Brazil,0.00895332,0.013044987,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,10,2.8,11,245,-7.691903,-72.639592,Brazil,0.135435993,0.175254175,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,40,0.7,12,488,-22.246302,-47.839529,Brazil,0.12465847,0.12465847,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,16,1.75,130,304,-20.675583,-43.349806,Brazil,0.01847166,0.023902328,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,1,28,74,599,8.90034,-69.403086,Venezuela,0.107047782,0.155968618,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,8,3.5,29,365,-30.117957,-53.619222,Brazil,0.034482759,0.05024138,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,2.5,11.2,110,365,-11.646886,-61.54987,Brazil,0.072727273,0.105963637,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,16,1.75,13,153,2.099348,-77.005253,Colombia,0.367018602,0.474922071,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Cingulata,Dasypodidae,dasypus novemcinctus,LC,1,28,280,365,-15.159661,-56.55916,Brazil,0.014285714,0.020814285,3949.01,0.04,18.65,385.35594,1,2,3.98,1,1,6,0.26
Didelphimorphia,Didelphidae,didelphis albiventris,LC,2,14,920,426,-20.490151,-54.80721,Brazil,0.004656563,0.007981349,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,3,9.333333333,26,366,-31.639476,-60.633072,Argentina,0.575346784,0.986144388,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,2,14,12.8,488,-13.903857,-40.018298,Brazil,0.175300973,0.300465868,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,56,0.5,34,1461,-25.753,-54.54,Argentina,5.077404679,5.077404679,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,4,7,90,610,-25.54553,-48.78396,Brazil,0.053187614,0.09116357,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,9.3,3.010752688,136,547,-14.157535,-47.59415,Brazil,0.009812883,0.016819281,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,4,7,100,365,-13.561588,-58.421854,Brazil,0.01,0.01714,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,4,7,96,365,-19.36333333,-48.07916667,Brazil,0.072916667,0.124979167,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,4,7,192,365,-19.278735,-48.122972,Brazil,0.036458333,0.062489583,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,1,28,195,373,-29.660601,-49.980385,Brazil,1.204372035,2.064293668,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,4,7,45,366,-30.347781,-53.998679,Brazil,0.443230115,0.759696417,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,8,3.5,55,366,-18.232298,-50.431983,Brazil,0.018132141,0.03107849,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,4,7,63,242,-26.581324,-48.722133,Brazil,0.023940706,0.04103437,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,2.7,10.37037037,117,365,-32.24,-52.48583333,Brazil,0.598290598,1.025470085,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,3.5,8,137,365,-32.24,-52.48583333,Brazil,0.897810219,1.538846715,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,1.69,16.56804734,255,396,-24.739094,-65.028936,Argentina,0.032531194,0.055758467,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,1,28,67,304,-28.983732,-53.646553,Brazil,0.071681068,0.122861351,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,3,9.333333333,197,183,-16.598535,-50.195063,Brazil,0.030373637,0.052060414,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,4,7,70,214,-20.187971,-54.806624,Brazil,0.048731642,0.083526034,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,1,28,215,457,-20.387782,-56.100565,Brazil,0.007429647,0.012734415,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,14,2,34,243,-10.21618,-75.585138,Peru,0.044178165,0.067460058,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,4,7,137,365,-32.076796,-52.270823,Brazil,0.554744526,0.950832118,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,6,4.666666667,26,761,-28.170158,-52.314813,Brazil,0.073789548,0.126475285,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,2,14,12,305,-29.878831,-50.16805,Brazil,1.396174863,2.393043715,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,1.67,16.76646707,70,344,-25.755959,-57.729048,Paraguay,0.015157807,0.025980481,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,1.83,15.30054645,63,365,-15.79053,-56.654475,Brazil,0.079365079,0.136031745,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,1,28,802,396,-17.859419,-51.730303,Brazil,0.005746366,0.009849271,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,1,28,180,334,-7.063913,-36.564084,Brazil,0.024284764,0.041624085,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,40,0.7,12,488,-22.246302,-47.839529,Brazil,0.062329235,0.062329235,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,16,1.75,130,304,-20.675583,-43.349806,Brazil,0.01847166,0.028206225,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,8,3.5,29,365,-30.117957,-53.619222,Brazil,0.965517241,1.654896551,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,1,28,280,365,-15.159661,-56.55916,Brazil,0.067857143,0.116307143,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis albiventris,LC,4,7,115,365,-11.904988,-48.737133,Brazil,0.008695652,0.014904348,1030.47,0.00402,1.641666667,315.68,,2,6.9,1.5,4,8,
Didelphimorphia,Didelphidae,didelphis aurita,LC,28,1,180.4,1126,-22.307184,-43.130266,Brazil,0.064687511,0.077366263,1149.875,0.015,4,178,,2,6.155,2,4,6,40
Didelphimorphia,Didelphidae,didelphis aurita,LC,1,28,195,373,-29.660601,-49.980385,Brazil,0.005018217,0.007311542,1149.875,0.015,4,178,,2,6.155,2,4,6,40
Didelphimorphia,Didelphidae,didelphis aurita,LC,4,7,63,242,-26.581324,-48.722133,Brazil,0.119703529,0.174408042,1149.875,0.015,4,178,,2,6.155,2,4,6,40
Didelphimorphia,Didelphidae,didelphis aurita,LC,672,0.041666667,57.5,1765,-20.580677,-40.417217,Brazil,0.269737652,0.269737652,1149.875,0.015,4,178,,2,6.155,2,4,6,40
Didelphimorphia,Didelphidae,didelphis aurita,LC,12,2.333333333,59.6,730,-19.72597,-40.644482,Brazil,0.184563758,0.238825503,1149.875,0.015,4,178,,2,6.155,2,4,6,40
Didelphimorphia,Didelphidae,didelphis aurita,LC,8,3.5,28,245,-19.936923,-40.482438,Brazil,0.478862974,0.697703353,1149.875,0.015,4,178,,2,6.155,2,4,6,40
Didelphimorphia,Didelphidae,didelphis aurita,LC,8,3.5,130,426,-7.167969,-35.367968,Brazil,0.052726616,0.07682268,1149.875,0.015,4,178,,2,6.155,2,4,6,40
Didelphimorphia,Didelphidae,didelphis marsupialis,LC,3.6,7.777777778,80.27,151,11.019911,-74.213309,Colombia,0.75283996,1.096887822,1134.75,0.17,4,178,1,2,6.645,2,4,6,120
Didelphimorphia,Didelphidae,didelphis marsupialis,LC,2,14,94.9,365,10.020301,-83.215233,Costa_Rica,0.885142255,1.289652266,1134.75,0.17,4,178,1,2,6.645,2,4,6,120
Didelphimorphia,Didelphidae,didelphis marsupialis,LC,4,7,90,610,-25.54553,-48.78396,Brazil,0.026593807,0.038747177,1134.75,0.17,4,178,1,2,6.645,2,4,6,120
Didelphimorphia,Didelphidae,didelphis marsupialis,LC,2,14,71,335,10.468506,-84.657612,Costa_Rica,0.491065798,0.715482868,1134.75,0.17,4,178,1,2,6.645,2,4,6,120
Didelphimorphia,Didelphidae,didelphis marsupialis,LC,16,1.75,92,153,2.240471,-76.770907,Colombia,5.782537653,7.482603723,1134.75,0.17,4,178,1,2,6.645,2,4,6,120
Didelphimorphia,Didelphidae,didelphis marsupialis,LC,8,3.5,38.92,92,9.245341,-79.64701,Panama,0.203874168,0.297044663,1134.75,0.17,4,178,1,2,6.645,2,4,6,120
Didelphimorphia,Didelphidae,didelphis marsupialis,LC,4,7,216,538,-16.575593,-50.261,Brazil,0.059677475,0.086950081,1134.75,0.17,4,178,1,2,6.645,2,4,6,120
Didelphimorphia,Didelphidae,didelphis marsupialis,LC,8,3.5,27.2,182,9.489191,-75.514281,Colombia,1.917016807,2.793093488,1134.75,0.17,4,178,1,2,6.645,2,4,6,120
Didelphimorphia,Didelphidae,didelphis marsupialis,LC,24,1.166666667,99.3,183,9.508766,-75.236148,Colombia,0.883782103,1.057003395,1134.75,0.17,4,178,1,2,6.645,2,4,6,120
Didelphimorphia,Didelphidae,didelphis marsupialis,LC,8,3.5,51,426,-2.47187,-79.621231,Ecuador,1.512013256,2.203003314,1134.75,0.17,4,178,1,2,6.645,2,4,6,120
Didelphimorphia,Didelphidae,didelphis marsupialis,LC,56,0.5,1.2,67,16.576,-94.822,Mexico,40.85820896,40.85820896,1134.75,0.17,4,178,1,2,6.645,2,4,6,120
Didelphimorphia,Didelphidae,didelphis marsupialis,LC,8,3.5,25,1310,-6.115415,-49.990498,Brazil,0.323206107,0.470911298,1134.75,0.17,4,178,1,2,6.645,2,4,6,120
Didelphimorphia,Didelphidae,didelphis marsupialis,LC,2,14,75,245,7.082591,-73.718817,Colombia,0.695238095,1.012961904,1134.75,0.17,4,178,1,2,6.645,2,4,6,120
Didelphimorphia,Didelphidae,didelphis marsupialis,LC,8,3.5,49,182,9.821408,-75.442693,Colombia,1.800852209,2.623841669,1134.75,0.17,4,178,1,2,6.645,2,4,6,120
Didelphimorphia,Didelphidae,didelphis marsupialis,LC,10,2.8,8,730,18.436503,-95.089337,Mexico,4.5625,5.903875,1134.75,0.17,4,178,1,2,6.645,2,4,6,120
Didelphimorphia,Didelphidae,didelphis marsupialis,LC,4.63,7.22,107,762,-2.323301,-60.044455,Brazil,0.577489146,0.841401686,1134.75,0.17,4,178,1,2,6.645,2,4,6,120
Didelphimorphia,Didelphidae,didelphis marsupialis,LC,8,3.5,178.8,91,9.017987,-73.633823,Colombia,1.031909925,1.503492761,1134.75,0.17,4,178,1,2,6.645,2,4,6,120
Didelphimorphia,Didelphidae,didelphis marsupialis,LC,12,2.333333333,36,730,-1.005806,-46.774428,Brazil,0.013888889,0.017972222,1134.75,0.17,4,178,1,2,6.645,2,4,6,120
